Call,GOTA Call,Final Score,Category,Section,Power Multiplier,Club Name,Participants,Transmitters,Power Source,Total CW QSOs,Total Digital QSOs,Total Phone QSOs,Total QSOs,Bonus Points,Checklog Y/N
NN8B,,1978,2D,OH,2,Lisbon Area ARA,1,2,C,0,407,0,407,350,
NO2C,,270,1E,NLI,5,,1,1,B,0,0,24,24,150,
NO2D,,658,1D,CO,2,Colorado QRP Club,1,1,C,152,0,0,152,50,
NO4D,,1220,1E,SC,5,,1,1,B,0,107,0,107,150,
NO5V,,800,1E,STX,5,,1,1,B,0,39,52,91,150,
NO7G,,478,1D,MT,2,,1,1,C,2,105,0,107,50,
NO8I,,1634,4A,OH,2,Huber Heights ARC,8,4,G,8,163,50,221,850,
NP2Q (+KP2T),,1310,1B2B,VI,5,,2,1,B,0,116,0,116,150,
NP2VI,,3084,2A,VI,2,St. Croix ARC,12,2,G,313,102,437,852,550,Y
NP3X,,7522,2AC,PR,2,Monte del Estado FD Crew,4,2,C,1177,23,1036,2236,650,
NP4EI,,482,2E,PR,2,,1,2,S,0,58,0,58,250,
NQ2W,,1610,1D,ENY,2,Hudson Valley Contesters and DXers,1,1,C,365,0,0,365,150,
NQ9N,,502,1E,WI,2,,1,1,G,0,11,154,165,150,
NR0AD,,2354,3F,MO,2,Platte Co. ARG,25,3,C,200,201,25,426,700,
NR0DX (+NR0X),,2058,1B2,IA,2,Jones Co. ARC,2,1,B,0,402,0,402,450,
NR1B,,1350,1B1B,CT,5,Meriden ARC,1,1,B,0,120,0,120,150,
NR3C,,160,1D,WPA,2,Mercer Co. ARC,1,1,C,0,0,55,55,50,
NR5N,,1960,1E,WV,5,Uniontown ARC,1,1,B,181,0,0,181,150,
NR5ON,,158,1A,NM,2,Santa Fe ARES,9,1,B,0,2,0,2,150,
NR6T,,52,1D,TN,2,,1,1,C,0,0,1,1,50,
NR6TT,,178,1E,SV,2,,1,1,B,0,0,4,4,170,
NR7WL,,910,1AB,WWA,5,Narwhal ARS,19,1,B,0,36,0,36,550,
NR7Z,,102,1B1,EB,2,Livermore AR Klub,1,1,B,13,0,0,13,50,
NS0R,,6910,1D,KS,2,Kansas City Contest Club,1,1,C,1715,0,0,1715,50,
NS1RA,,9802,3A,EMA,2,North Shore RA.,25,3,G,1690,0,1036,2726,970,
NS3L,,770,1E,EPA,2,Frankford Radio Club,2,1,G,115,30,20,165,150,
NS4TT,,292,1E,VA,2,,1,1,B,0,0,71,71,150,Y
NS4X,,858,1E,TN,2,Tennessee Contest Grp.,1,1,B,177,0,0,177,150,
NS7F,WI1H,3325,1AB,AZ,5,Saguaro Nights ARC,15,1,B,216,3,6,225,1105,
NS8K,,1490,1D,MI,2,Cherryland ARC,1,1,C,360,0,0,360,50,
NS8O,,374,1E,OH,2,CWOps,1,1,B,56,0,0,56,150,
NS9I,,1226,1D,NC,2,,1,1,C,0,294,0,294,50,
NT0B,,822,2A,MN,2,Mesabi Wireless ARC,7,2,G,0,0,86,86,650,
NT0Y,,234,1D,MI,2,Michigan State Univ. ARC,1,1,C,0,46,0,46,50,
NT1AP,,460,1D,CT,2,Tamiami ARC,1,1,C,0,102,1,103,50,
NT5AT,,0,1D,NTX,1,,1,1,C,143,0,57,200,0,Y
NT5TT,,206,1E,NTX,2,Plano ARC,1,1,G,14,0,0,14,150,
NT7H,N7POV,1918,3A,WWA,2,Olympia ARS,28,3,B,38,0,233,271,1300,
NU0O,,364,1D,KS,2,,1,1,C,0,0,157,157,50,
NU3Q,,218,1E,WPA,2,,1,1,B,0,9,16,25,150,
NU4F,,210,1B1B,SFL,5,Florida Contest Grp.,1,1,B,6,0,0,6,150,
NU4SC,,1442,2E,SC,2,Low Country Contest Club,4,2,G,196,0,204,400,250,
NU5DE,,1358,2E,STX,2,Naturist ARC,2,2,B,0,110,334,444,250,
NU6R,,150,1E,NTX,2,,1,1,B,0,0,50,50,50,
NU7I,,782,1D,AZ,2,West Valley ARC (AZ),4,1,C,172,0,12,184,70,
NV2RO,,966,2A,WNY,2,Nanticoke Valley Radio Ops.,3,2,B,61,50,116,227,290,
NV4T,,602,1D,SC,2,Swamp Fox Contest Grp.,1,1,C,0,112,52,164,50,
NV7CV,,1400,2A,NV,2,Sierra Intermountain Em. Radio Assn.,13,2,B,14,0,147,161,1050,
NW1L,,450,1D,NFL,2,,1,1,C,0,100,0,100,50,
NW2C,,2364,2A,NLI,2,Northeast Wireless RC,8,2,G,83,57,247,387,1310,
NW3L (+K3AJ),,2446,1B2,MDC,2,Queen Anne’s ARC,2,1,G,345,0,233,578,600,
NW7V (+WA7DGB),,446,2B2,WWA,2,,2,2,B,2,0,69,71,300,
NW8S,,8016,5A,OH,2,Black River Radio Ops,8,5,G,489,681,843,2013,1650,
NW8U,,1716,1D,WV,2,Central WV Wireless Assn.,1,1,C,379,0,25,404,150,
NX0G,,592,2A,CO,2,Mountain ARC (CO),4,2,B,0,0,21,21,550,
NX0P,,234,1D,MN,2,,1,1,C,0,46,0,46,50,
NX0R,,730,1D,KS,2,,1,1,C,0,170,0,170,50,
NX3H,,614,1D,SC,2,Salkehatchie ARS,1,1,C,0,141,0,141,50,
NX4T,,728,1E,SFL,2,,1,1,G,107,0,0,107,300,
NX9T,,586,1B1,MI,2,Smithchart ARS,1,1,B,0,0,218,218,150,
NY0O,,360,1E,IA,5,Ft. Madison ARC,1,1,B,20,0,2,22,150,
NY1V,,278,1D,IN,2,Soc. of Midwest Contesters,1,1,C,0,57,0,57,50,
NY3B,,2150,1E,EPA,2,Frankford Radio Club,1,1,B,500,0,0,500,150,
NY7AR,,590,3A,MT,2,North Yellowstone ARC,3,3,B,0,18,34,52,450,
NY9P,,302,1D,NM,2,,1,1,C,63,0,0,63,50,
NZ0P,,182,1D,KS,2,,1,1,C,0,33,0,33,50,
NZ4N,,1518,1D,NC,2,Potomac Valley RC,1,1,C,261,106,0,367,50,
NZ5T,,2724,2AC,NTX,2,Lake Whitney ARS,20,2,C,53,359,153,565,770,
NZ5TX,,438,1D,STX,2,Brazos Valley ARC,1,1,C,0,97,0,97,50,
PE0CD,,54,1D,DX,2,,1,1,C,0,0,2,2,50,Y
PP5WX,,0,1D,DX,1,,1,1,C,59,0,0,59,0,Y
RA3RCL,,158,1D,DX,2,,1,1,C,0,0,54,54,50,Y
RZ1OA,,862,1D,DX,2,,1,1,C,10,177,32,219,50,Y
SV1DAY,,70,1D,DX,2,,1,1,C,5,0,0,5,50,Y
"TI5/VA3RA (VE3IKV, op)",,1506,1B1C,DX,2,Contest Club Ontario,1,1,C,364,0,0,364,50,
TI8/AD2JK,,256,1E,DX,2,,1,1,B,0,0,3,3,250,
UR7EC,,174,1A,DX,2,,3,1,G,31,0,0,31,50,Y
VA1JON,,756,1A,NS,2,,3,1,B,0,0,253,253,250,
VA2CO,,128,1D,QC,2,,1,1,C,0,0,39,39,50,
VA2CST,,816,1D,QC,2,,1,1,C,0,64,255,319,50,
VA2EN,,304,1E,QC,2,,1,1,B,0,0,27,27,250,
VA2EO,,410,1B1B,QC,5,,1,1,B,16,0,0,16,250,
VA2KB (+VA2VX),,622,2B2,QC,2,,2,2,B,0,0,186,186,250,
VA2KBR,,486,1D,QC,2,,1,1,C,0,109,0,109,50,
VA2KD,,90,1D,QC,2,,1,1,C,0,0,20,20,50,
VA2LPQ,,234,1A,QC,2,Quebec Ham Furries,6,1,G,0,0,42,42,150,
VA2MO,,302,1B1,QC,2,,1,1,B,0,0,76,76,150,
VA2NAO,,564,2B1,QC,2,,1,2,B,0,0,7,7,550,
VA2QR,,522,1E,QC,2,Club Radio Amateur VE2CWQ,1,1,B,0,76,34,110,150,
VA2SIB,,226,1E,QC,2,,1,1,B,0,19,0,19,150,
VA2VT,,1425,1B1B,QC,5,,1,1,B,0,98,19,117,350,
VA3AR,,1314,1D,GH,2,Contest Club Ontario,1,1,C,316,0,0,316,50,Y
VA3BAH,,84,1D,ONE,2,,1,1,C,0,0,17,17,50,
VA3BHY,,364,1E,ONS,2,,1,1,B,0,20,17,37,250,
VA3CBN,,116,1D,ONS,2,London ARC,1,1,C,0,0,33,33,50,
VA3CJO,,532,1E,ONE,2,,1,1,B,0,69,3,72,250,
VA3CMG,,154,1B1,ONE,2,,1,1,B,0,0,2,2,150,
VA3CTA,,1402,3A,GH,2,Central Toronto ARC,16,3,G,0,125,156,281,590,
VA3DO,VE3GND,3458,3AC,ONE,2,Kingston Area Amateurs,7,3,C,270,282,390,942,470,
VA3EC,,138,1D,GH,2,Contest Club Ontario,1,1,C,22,0,0,22,50,
VA3FER,,246,1E,ONS,2,,1,1,B,0,0,48,48,150,
VA3FLF,,470,1E,GH,2,,1,1,B,0,54,2,56,250,
VA3FN,,2210,1B1B,ONS,5,,1,1,B,206,0,0,206,150,
VA3GE,,1530,1D,ONE,2,,1,1,C,370,0,0,370,50,
VA3GMO,,1286,1F,GH,2,GM Search and Rescue Team,1,1,G,0,0,368,368,550,
VA3IIF,,178,1D,GH,2,Mississauga ARC,1,1,C,32,0,0,32,50,
VA3KBI,,610,1B1,ONN,2,,1,1,B,0,0,180,180,250,
VA3KBY,,200,1B1B,ONS,5,,1,1,B,15,0,0,15,50,
VA3KHH,,182,1B1,ONS,2,,1,1,B,0,6,4,10,150,
VA3MHB,,70,1D,ONE,2,,1,1,C,0,0,10,10,50,
VA3MZD,,190,1A,ONS,2,Elmira ARC,3,1,B,0,7,6,13,150,
VA3NFL,,462,1D,ONS,2,,1,1,C,0,103,0,103,50,
VA3NRR,,1358,1A,ONE,2,Renfrew Co. ARC,12,1,B,1,0,242,243,870,
VA3ONO,,196,1B1,GH,2,,1,1,B,0,0,23,23,150,
VA3OSO,,192,1B1,ONS,2,,1,1,B,0,7,7,14,150,
VA3PCI,,458,1B2,ONE,2,,2,1,G,0,4,46,50,350,
VA3RFQ,,56,1D,GH,2,,1,1,C,0,0,3,3,50,
VA3RKM (+VA3RR),,1390,1B2B,ONE,5,Ottawa Valley QRP Soc.,2,1,B,55,19,0,74,650,
VA3SB,,910,1D,ONE,2,Contest Club Ontario,1,1,C,215,0,0,215,50,
VA3SP,,2562,1E,ONE,2,Contest Club Ontario,1,1,G,603,0,0,603,150,
VA3SRV,,302,1D,ONS,2,,1,1,C,0,63,0,63,50,
VA3TCN,,606,1D,GH,2,North Shore ARC,1,1,C,0,138,2,140,50,
VA3UG,,914,1D,ONS,2,Sun Parlour Retirees ARC,1,1,C,0,216,0,216,50,
VA3XXT,,340,1D,ONS,2,Inverhuron Ham RC,1,1,C,0,43,9,52,150,
VA4ADM,,340,1B1B,MB,5,,1,1,B,28,0,2,30,50,
VA4CQ,,598,1E,MB,2,,1,1,B,0,80,14,94,250,
VA4PAR,,1776,1D,MB,2,Pathfinders ARC,2,1,C,0,0,763,763,250,
VA6AGR,,82,1B1,AB,2,,1,1,B,0,0,16,16,50,
VA6AN,,452,1B1C,AB,2,,1,1,C,0,65,71,136,50,
VA6DM,,400,1D,AB,2,,1,1,C,4,68,31,103,50,
VA6RCN,,758,1D,AB,2,,1,1,C,152,0,50,202,50,
VA6WWW,,322,1D,AB,2,,1,1,C,68,0,0,68,50,
VA7BF,,194,1B1,BC,2,,1,1,B,0,11,0,11,150,
VA7DXD,,380,1B1B,BC,5,,1,1,B,0,23,0,23,150,
VA7HSE,,345,1B2B,BC,5,,2,1,B,0,0,5,5,320,
VA7HUM,,172,1C,BC,2,,1,1,B,0,0,11,11,150,
VA7IHF,,542,2A,BC,2,Island HF Radio Assn.,5,2,B,24,21,6,51,350,
VA7JH,,458,1D,BC,2,,1,1,C,0,102,0,102,50,
VA7KOC,,188,1B1,BC,2,,1,1,B,0,0,19,19,150,
VA7MC,,350,1B1,BC,2,,1,1,B,0,0,50,50,250,
VA7MM,,3118,2E,BC,2,,5,2,B,343,239,60,642,670,
VA7NRC,,206,1D,BC,2,,1,1,C,0,0,78,78,50,
VA7RN,,190,1D,BC,2,Island HF Radio Assn.,1,1,C,35,0,0,35,50,
VB2CAP,,102,1D,QC,2,Ottawa Valley QRP Soc.,1,1,C,13,0,0,13,50,
VE1ARC,VE1WN,1097,2A,NS,2,Greenwood ARC,24,2,G,0,0,81,81,935,
VE1DTR,,82,1D,NS,2,Halifax ARC,1,1,C,0,0,16,16,50,
VE1FO,,2185,1A,NS,2,Halifax ARC,14,1,G,39,0,302,341,1425,
VE1FSM,,502,1D,NS,2,,1,1,C,0,70,86,156,50,
VE1LD,VA1AVR,7385,4A,NS,2,Annapolis Valley ARC and Kings Co. ARC,41,4,G,338,451,1082,1871,2065,
VE1LZ,,774,1B2,NS,2,,2,1,G,0,90,132,222,150,
VE1SRH,,590,2A,NS,2,Rumsey Lake Hams,4,2,G,0,0,20,20,550,
VE1XT,,154,1D,NS,2,,1,1,C,0,26,0,26,50,
VE1ZAC,,840,1D,NS,2,,1,1,C,194,0,7,201,50,
VE2ATU (+VA2MVX),,374,2B2,QC,2,Assn. des Radioamateurs de l'Abitibi-Temiscamingue,2,2,B,10,16,10,36,250,
VE2BUB,,342,1E,QC,2,,2,1,B,0,0,96,96,150,
VE2CBS,,606,1AC,QC,1,Club Radio Amateur Sorel - Tracy,8,1,C,2,276,0,278,50,
VE2CQ,VE2CDX,4066,2AC,QC,2,Club Radio Amateur de Quebec,30,2,C,108,365,352,825,1470,
VE2CRD,,1064,3A,QC,2,Club Radioamateur de Drummondville ,6,3,B,57,35,23,115,650,
VE2CRL,VA2BHA,800,2A,QC,2,Club Radio Amateur Laval-Laurentides,9,2,B,40,0,45,85,550,
VE2CUR,,374,1D,QC,2,Groupe Radio VE2RMP,7,1,C,53,0,56,109,50,
VE2CWI,VE2ARC,2395,2A,QC,2,Montreal ARC/West Island ARC,40,2,B,57,87,302,446,1215,
VE2EZD,,1126,1D,QC,2,,1,1,C,201,0,86,287,150,
VE2FCR,,226,1D,QC,2,Montreal ARC/West Island ARC,1,1,C,0,44,0,44,50,
VE2GT,,106,1D,QC,2,Club Radio Amateur Sorel - Tracy,1,1,C,0,14,0,14,50,
VE2HEW,,950,1D,QC,2,,1,1,C,10,213,4,227,50,
VE2IAA,,206,1D,QC,2,,1,1,C,0,0,78,78,50,
VE2KZW,,510,1D,QC,2,Club de radio amateur Outaouais Inc,1,1,C,2,113,0,115,50,
VE2NAO,,558,2A,QC,2,Club Radioamateur de Drummondville ,5,2,B,0,2,0,2,550,
VE2QH (+VA2PM),,1238,2B2C,QC,2,,2,2,C,0,297,0,297,50,
VE2SS,,150,1A,QC,2,,3,1,B,0,25,0,25,50,
VE2TA,,2224,2F,QC,2,Club Radio Amateur de l'Estrie,2,2,C,0,349,389,738,50,
VE2UMS,,5022,2A,QC,2,Union Metropolitaine des Sans-filistes de Montreal,30,2,G,389,534,190,1113,950,
VE2ZDX,,198,1B1,QC,2,,1,1,B,36,0,2,38,50,
VE2ZQ,,336,1D,QC,2,,1,1,C,65,0,13,78,50,
VE3AC,,2100,3A,ONN,2,Sudbury ARC,21,3,G,138,134,31,303,950,
VE3AIR,,1072,2A,ONE,2,Manotick ARG,4,2,G,0,0,101,101,870,
VE3AQ,,1462,1D,GH,2,,1,1,C,353,0,0,353,50,
VE3AWS,,130,1D,GH,2,Tamiami ARC,1,1,C,0,0,40,40,50,
VE3BK,,186,1D,GH,2,,1,1,C,0,0,18,18,150,
VE3CJ,,2456,3A,GH,2,Burlington ARC,7,3,B,388,81,55,524,470,
VE3CT,,4000,1E,ONE,5,Contest Club Ontario,1,1,B,385,0,0,385,150,
VE3CWU,,1698,1D,ONN,2,,1,1,C,412,0,0,412,50,
VE3DC,,2304,6AC,GH,2,Hamilton ARC,33,6,C,0,326,125,451,750,
VE3EP,,430,1D,ONE,2,,1,1,C,88,0,14,102,50,
VE3ERC,,986,7A,ONS,2,Elmira ARC,7,7,G,41,0,26,67,770,Y
VE3ETE,,150,1D,ONN,2,Manitoulin Island ARC,1,1,C,15,0,20,35,50,
VE3FMK,,368,1D,ONE,2,,1,1,C,0,0,109,109,150,
VE3GCB,VE3WEX,2323,4A,ONS,2,Barrie ARC,16,4,B,15,81,282,378,1375,
VE3GE,,512,2B2,ONS,2,,2,2,B,0,63,5,68,250,
VE3GMZ,,750,1B1B,ONE,5,,1,1,B,60,0,0,60,150,
VE3GRG,,72,1D,ONE,2,,1,1,C,18,0,0,18,0,
VE3GSW,,202,1D,ONS,2,,2,1,C,0,0,76,76,50,
VE3HOR,,300,1E,ONS,2,,2,1,B,0,0,75,75,150,
VE3IC,VE3HEC,2642,3A,ONS,2,Kitchener-Waterloo ARC,15,3,G,158,0,620,778,770,
VE3IDT,,246,1D,ONS,2,,1,1,C,0,4,90,94,50,
VE3IHR,,790,2A,ONS,2,Inverhuron Ham RC,3,2,G,0,19,82,101,550,
VE3INE,,590,1D,GH,2,,1,1,C,110,0,0,110,150,
VE3JW,,6130,2AB,ONE,5,Ottawa Valley Mobile RC,30,2,B,197,295,2,494,1200,
VE3KMQ,,264,1D,GH,2,Contest Club Ontario,1,1,C,0,0,107,107,50,
VE3KQN,,2090,1B1B,ONE,5,,1,1,B,174,0,0,174,350,
VE3LCA,,3130,2AB,ONE,5,Lanark North Leeds ARES,15,2,B,215,0,46,261,750,
VE3LON,,1378,4A,ONS,2,London ARC,30,4,B,45,0,174,219,850,
VE3LTN,,482,1E,ONE,2,,1,1,G,9,74,0,83,150,
VE3MCF,,650,1E,ONE,5,Victoria-Haliburton ARC,1,1,B,0,30,0,30,350,
VE3MIS,,7390,7A,GH,2,Mississauga ARC,18,7,G,944,334,514,1792,1250,
VE3MVM,,562,1D,ONS,2,,1,1,C,103,0,0,103,150,
VE3MYE,,494,1B1,ONE,2,,1,1,B,0,0,172,172,150,
VE3NCZ,,142,1D,ONS,2,,1,1,C,0,23,0,23,50,
VE3NFN,,1210,1B1B,GH,5,Contest Club Ontario,1,1,B,106,0,0,106,150,
VE3NSR,VE3SCX,2735,6A,GH,2,North Shore ARC,22,6,G,116,129,135,380,1485,
VE3OKV,,1778,4A,GH,2,South Halton ARES Grp.,14,4,G,47,58,104,209,1150,
VE3OOZ,,345,1B1B,ONN,5,,1,1,B,0,7,25,32,150,
VE3ORF,,680,1A,ONE,2,3730 Grp.,8,1,B,0,98,19,117,250,
VE3OSR,,1164,2A,ONS,2,Georgian Bay ARC,12,2,G,137,0,83,220,450,
VE3QEE,,88,1D,ONE,2,,1,1,C,8,0,3,11,50,
VE3QJM,,76,1D,GH,2,North Shore ARC,1,1,C,0,5,3,8,50,
VE3RB,VE3PBO,3250,4A,ONE,2,Peterborough ARC,22,4,G,20,126,758,904,1150,
VE3RC,VE3SHQ,4470,2A,ONE,2,Ottawa ARC,30,2,G,625,85,40,750,1550,
VE3RL,,2516,3A,ONE,2,Quinte ARC,31,3,G,204,55,395,654,690,
VE3RSE,,1630,4A,ONS,2,Elgin ARS,14,4,B,67,20,166,253,950,
VE3RVZ,,80,1D,ONE,2,Contest Club Ontario,1,1,C,0,0,15,15,50,
VE3SAR,VA3OIL,1436,3A,ONS,2,Lambton Co. RC,5,3,G,15,63,7,85,1110,
VE3SGB,,2390,1A,ONS,2,South Georgian Bay ARC,11,1,G,306,21,266,593,550,
VE3SOO,,822,2F,ONN,2,The Algoma ARC,6,2,C,0,193,0,193,50,
VE3SPR,,8804,3A,ONS,2,Sun Parlour ARC,29,3,G,837,604,845,2286,1350,
VE3SSR,,990,1C,GH,1,Contest Club Ontario,1,1,B,420,0,0,420,150,
VE3SST,,574,1D,ONE,2,Mississauga ARC,1,1,C,105,22,8,135,50,
VE3TM,,2062,1D,ONE,2,Contest Club Ontario,1,1,C,503,0,0,503,50,
VE3TNC,VE3WE,2802,3A,GH,2,Toronto ARC,22,3,G,169,144,290,603,970,
VE3UCC,,2780,5AB,ONE,5,Upper Canada QRP Club,7,5,B,215,0,96,311,150,
VE3USP,,266,1D,ONS,2,,1,1,C,54,0,0,54,50,Y
VE3UZ,,662,1B1,ONS,2,,1,1,B,128,0,0,128,150,
VE3VGJ,,160,1B1,GH,2,North Shore ARC,1,1,B,0,0,55,55,50,
VE3VM,,2906,6A,GH,2,Niagara Peninsula ARC,10,6,B,57,290,39,386,1440,
VE3VMP,,1146,1E,GH,2,North Shore ARC,1,1,G,0,249,0,249,150,
VE3WBT,,958,1D,ONN,2,Sudbury ARC,1,1,C,0,227,0,227,50,
VE3XR,VA3TIP,3478,4A,GH,2,Peel ARC,14,4,G,330,65,99,494,1700,
VE3YRA,VE3YRK,5077,5A,GH,2,York Region ARC,49,5,G,317,509,124,950,1525,
VE4BB,,328,2D,MB,2,Radio Amateurs of Manitoba/ Winnipeg Senior Citizens RC,14,2,C,1,0,37,38,250,
VE4DL,,610,1D,MB,2,,1,1,C,121,5,28,154,50,
VE4JLG,,468,1B1,MB,2,,1,1,B,0,0,59,59,350,
VE4KL,,206,1B1,MB,2,,1,1,B,0,0,28,28,150,
VE4MR,,178,1D,MB,2,Brandon ARC,1,1,C,32,0,0,32,50,
VE4NOL,,170,1E,MB,2,,1,1,B,0,0,10,10,150,
VE4RBB,,82,1D,MB,2,,1,1,C,0,0,16,16,50,
VE4WJM,,70,1D,MB,2,Brandon ARC,1,1,C,5,0,0,5,50,
VE4XTZ,,790,1B1B,MB,5,,1,1,B,0,35,38,73,250,
VE5AA,,2448,2A,SK,2,Saskatoon and District ARA,20,2,G,159,200,81,440,850,
VE5DLC,,70,1B1,SK,2,,1,1,B,0,0,10,10,50,
VE5DWR,,618,1D,SK,2,,1,1,C,0,117,0,117,150,
VE5GC,,630,1D,SK,2,,1,1,C,145,0,0,145,50,
VE5KC,,120,1D,SK,2,,1,1,C,0,0,35,35,50,
VE5MA,,844,4AC,SK,2,Moose Jaw ARC,8,4,C,54,31,127,212,250,
VE5NN,,898,2A,SK,2,Regina ARA,10,2,B,6,99,14,119,450,
VE5SF,,1150,1D,SK,2,Saskatchewan Contest Club,1,1,C,275,0,0,275,50,
VE5TV,,1060,1A,SK,2,Melfort Repeater Grp.,8,1,G,0,0,355,355,350,
VE5YAK,,66,1B1,SK,2,,1,1,B,0,0,8,8,50,
VE6AGD,,202,1D,AB,2,,1,1,C,0,35,6,41,50,
VE6ARC,,886,1A,AB,2,Peace Country ARC,4,1,B,13,0,242,255,350,
VE6CZT,,420,1B1B,AB,5,,1,1,B,0,27,0,27,150,
VE6FI,,1160,1E,AB,2,,2,1,G,0,0,505,505,150,
VE6FT,,734,1A,AB,2,Mayerthorpe Flying Tigers,3,1,G,0,121,0,121,250,
VE6FXL,,332,1B1,AB,2,Calgary ARA,1,1,B,0,0,41,41,250,
VE6LB,,234,1D,AB,2,,1,1,C,46,0,0,46,50,
VE6LK,,975,1B1B,AB,5,VE6FAR Cycle 25,1,1,B,40,0,5,45,550,
VE6MCL,,144,1D,AB,2,,1,1,C,0,0,47,47,50,
VE6MRF,,398,2AC,AB,2,Mackenzie Regional RC,6,2,C,31,0,12,43,250,
VE6NC,VE6AG,1537,2A,AB,2,Northern Alberta RC,80,2,G,0,32,107,139,1195,
VE6NQ,,2300,2A,AB,2,Calgary ARA,14,2,B,449,0,27,476,450,
VE6PMK,,158,1D,AB,2,,1,1,C,0,27,0,27,50,
VE6QE,,1058,2A,AB,2,Central Alberta ARC,11,2,B,0,0,154,154,750,
VE6VIC,,250,1B1B,AB,5,VE6FAR Cycle 25,1,1,B,20,0,0,20,50,
VE6XAD,,170,1B1,AB,2,,1,1,B,0,0,10,10,150,
VE6ZC,,350,1B1B,AB,5,,1,1,S,0,10,0,10,250,
VE7AF,,200,1D,BC,2,,3,1,C,25,0,5,30,90,
VE7BWI,,924,2A,BC,2,Beaver Valley ARC,3,2,G,0,99,39,138,450,
VE7CA,,350,1E,BC,5,,1,1,B,10,0,0,10,250,
VE7CMR,,662,4A,BC,2,Maple Ridge ARC,6,4,B,0,2,42,44,570,
VE7CRC,,908,3A,BC,2,Campbell River ARS,12,3,G,0,103,173,276,150,
VE7CTN,,340,1B1B,BC,5,Delta ARS,1,1,B,9,0,0,9,250,
VE7CV,,526,1D,BC,2,,1,1,C,104,0,30,134,50,Y
VE7CVW,,1332,5A,BC,2,Comox Valley ARC,12,5,G,22,71,55,148,850,
VE7DB,,588,2A,BC,2,White Rock ARC,6,2,B,49,0,21,70,350,
VE7IHL,,94,1D,BC,2,,1,1,C,0,0,22,22,50,
VE7KWA,,272,1D,BC,2,,1,1,C,0,40,31,71,50,
"VE7LFN (VE7ANY, VA7XU, ops)",,486,1B2,BC,2,Lhtako Dene,2,1,B,0,0,18,18,450,
VE7LGY,,778,3AC,BC,2,Langley ARA,4,3,C,103,34,40,177,150,
VE7MIR,,778,3A,BC,2,Mid Island Radio Assn.,20,3,G,51,0,52,103,470,
VE7NA,,1720,3A,BC,2,Nanaimo ARA,20,3,B,177,0,321,498,370,
VE7NI,,1700,1E,BC,5,,1,1,B,135,0,0,135,350,
VE7NOR,,902,4A,BC,2,North Okanagan RAC,10,4,S,4,28,362,394,50,
VE7PAE,,300,1E,BC,5,,1,1,B,0,5,0,5,250,
VE7PEY,,482,1E,BC,2,Comox Valley ARC,1,1,B,0,83,0,83,150,
VE7RLE,,848,2A,BC,2,Shuswap ARC,6,2,G,44,48,115,207,250,
VE7SAR,,5014,3F,BC,2,Surrey AR Comms.,23,3,C,555,217,283,1055,1360,
VE7SCC,VA7CQT,4942,3A,BC,2,CARESS-NWARC,50,3,G,407,224,484,1115,1450,
VE7SUN,,3122,7A,BC,2,Delta ARS,32,7,G,118,70,200,388,1970,
VE7UT,,210,1A,BC,2,Kamloops ARC,4,1,G,0,0,80,80,50,
VE7VBI,,186,1E,BC,2,Richmond ARC,1,1,G,0,0,18,18,150,
VE7VCC,VE7RMT,3472,2A,BC,2,Westcoast ARA,42,2,G,476,135,109,720,810,
VE7VE,,330,1E,BC,5,Nanaimo ARA,1,1,B,0,18,0,18,150,
VE7VVC,VE7BFY,873,2A,BC,2,VECTOR,27,2,G,0,0,44,44,785,
VE7WJ,,830,1D,BC,2,Coquitlam ARES,1,1,C,0,0,390,390,50,
VE7YAH,,88,1D,BC,2,Comox Valley ARC,1,1,C,0,0,19,19,50,
VE7YQZ,,852,1F,BC,2,Quesnel Em. Radio Comms. Srvc.,1,1,G,0,0,251,251,350,
VE9AA,,1650,1B1B,NB,5,Maritime Contest Club,1,1,B,150,0,0,150,150,
VE9HX,,70,1D,NB,2,St. Croix Valley ARC,1,1,C,0,0,10,10,50,
VE9KK,,974,1D,NB,2,Maritime Contest Club,1,1,C,231,0,0,231,50,
VE9MSR,,1982,2A,NB,2,Moncton Area ARC,9,2,G,100,0,616,716,350,
VE9WRS,,60,1D,NB,2,,1,1,C,0,0,5,5,50,
VK4MWL,,70,1D,DX,2,,1,1,C,0,0,10,10,50,Y
VO1KGZ,,466,1D,NL,2,,1,1,C,104,0,0,104,50,
VO1MRC,,2000,1AB,NL,5,Marconi ARC of Newfoundland,8,1,B,105,0,0,105,950,
VY1DX,,814,1A,TER,2,Yukon ARA,12,1,B,34,30,4,68,550,
VY2ACC,,122,1D,PE,2,,1,1,C,0,0,36,36,50,
VY2DM,,650,1D,PE,2,,1,1,C,97,28,0,125,150,
VY2GF,,206,1D,PE,2,,1,1,C,0,0,78,78,50,
W,,384,2A,IA,2,Great River ARC,3,2,B,79,0,9,88,50,Y
W0A,K0NXA,4036,3A,MO,2,Nixa ARC,25,3,G,0,510,448,958,1100,
W0AEL,,168,1E,KS,2,,1,1,B,0,0,9,9,150,
W0AJK,,895,1B1B,CO,5,,1,1,B,14,0,81,95,350,
W0AJO,,450,1B1,CO,2,ARES of Douglas and Elbert Co.,1,1,G,0,75,0,75,150,
W0AK,,3662,5E,IA,2,Des Moines Radio Amateurs Assn.,20,5,G,623,121,68,812,550,
W0AO (+K7TWM),,664,1B2,ID,2,,2,1,G,74,0,109,183,150,
